ISO3,year,sub_window,variable,value,source,note
DEU,1852,1820-1913,cinc,0.053987082,COW,
DEU,1853,1820-1913,pop,34422.0,Maddison,
DEU,1853,1820-1913,gdppc,2252.0,Maddison,
DEU,1853,1820-1913,v2x_libdem,0.135,V-Dem,
DEU,1853,1820-1913,v2x_polyarchy,0.157,V-Dem,
DEU,1853,1820-1913,cinc,0.05273626,COW,
DEU,1854,1820-1913,pop,34531.0,Maddison,
DEU,1854,1820-1913,gdppc,2300.0,Maddison,
DEU,1854,1820-1913,v2x_libdem,0.135,V-Dem,
DEU,1854,1820-1913,v2x_polyarchy,0.157,V-Dem,
DEU,1854,1820-1913,cinc,0.048294354,COW,
DEU,1855,1820-1913,pop,34586.0,Maddison,
DEU,1855,1820-1913,gdppc,2263.0,Maddison,
DEU,1855,1820-1913,v2x_libdem,0.135,V-Dem,
DEU,1855,1820-1913,v2x_polyarchy,0.157,V-Dem,
DEU,1855,1820-1913,cinc,0.04803827,COW,
DEU,1856,1820-1913,pop,34715.0,Maddison,
DEU,1856,1820-1913,gdppc,2440.0,Maddison,
DEU,1856,1820-1913,v2x_libdem,0.135,V-Dem,
DEU,1856,1820-1913,v2x_polyarchy,0.157,V-Dem,
DEU,1856,1820-1913,cinc,0.051690832,COW,
DEU,1857,1820-1913,pop,34979.0,Maddison,
DEU,1857,1820-1913,gdppc,2541.0,Maddison,
DEU,1857,1820-1913,v2x_libdem,0.135,V-Dem,
DEU,1857,1820-1913,v2x_polyarchy,0.157,V-Dem,
DEU,1857,1820-1913,cinc,0.05584833,COW,
DEU,1858,1820-1913,pop,35278.0,Maddison,
DEU,1858,1820-1913,gdppc,2509.0,Maddison,
DEU,1858,1820-1913,v2x_libdem,0.135,V-Dem,
DEU,1858,1820-1913,v2x_polyarchy,0.157,V-Dem,
DEU,1858,1820-1913,cinc,0.05895178,COW,
DEU,1859,1820-1913,pop,35633.0,Maddison,
DEU,1859,1820-1913,gdppc,2495.0,Maddison,
DEU,1859,1820-1913,v2x_libdem,0.135,V-Dem,
DEU,1859,1820-1913,v2x_polyarchy,0.157,V-Dem,
DEU,1859,1820-1913,cinc,0.053789373,COW,
DEU,1860,1820-1913,pop,36049.0,Maddison,
DEU,1860,1820-1913,gdppc,2613.0,Maddison,
DEU,1860,1820-1913,v2x_libdem,0.135,V-Dem,
DEU,1860,1820-1913,v2x_polyarchy,0.157,V-Dem,
DEU,1860,1820-1913,cinc,0.051544353,COW,
DEU,1861,1820-1913,pop,36435.0,Maddison,
DEU,1861,1820-1913,gdppc,2523.0,Maddison,
DEU,1861,1820-1913,v2x_libdem,0.167,V-Dem,
DEU,1861,1820-1913,v2x_polyarchy,0.188,V-Dem,
DEU,1861,1820-1913,cinc,0.052483875,COW,
DEU,1862,1820-1913,pop,36788.0,Maddison,
DEU,1862,1820-1913,gdppc,2622.0,Maddison,
DEU,1862,1820-1913,v2x_libdem,0.167,V-Dem,
DEU,1862,1820-1913,v2x_polyarchy,0.189,V-Dem,
DEU,1862,1820-1913,cinc,0.054490443,COW,
DEU,1863,1820-1913,pop,37184.0,Maddison,
DEU,1863,1820-1913,gdppc,2788.0,Maddison,
DEU,1863,1820-1913,v2x_libdem,0.167,V-Dem,
DEU,1863,1820-1913,v2x_polyarchy,0.189,V-Dem,
DEU,1863,1820-1913,cinc,0.055332314,COW,
DEU,1864,1820-1913,pop,37602.0,Maddison,
DEU,1864,1820-1913,gdppc,2837.0,Maddison,
DEU,1864,1820-1913,v2x_libdem,0.167,V-Dem,
DEU,1864,1820-1913,v2x_polyarchy,0.189,V-Dem,
DEU,1864,1820-1913,cinc,0.056731492,COW,
DEU,1865,1820-1913,pop,37955.0,Maddison,
DEU,1865,1820-1913,gdppc,2821.0,Maddison,
DEU,1865,1820-1913,v2x_libdem,0.167,V-Dem,
DEU,1865,1820-1913,v2x_polyarchy,0.189,V-Dem,
DEU,1865,1820-1913,cinc,0.064812467,COW,
DEU,1866,1820-1913,pop,38193.0,Maddison,
DEU,1866,1820-1913,gdppc,2823.0,Maddison,
DEU,1866,1820-1913,v2x_libdem,0.167,V-Dem,
DEU,1866,1820-1913,v2x_polyarchy,0.189,V-Dem,
DEU,1866,1820-1913,cinc,0.065841906,COW,
DEU,1867,1820-1913,pop,38440.0,Maddison,
DEU,1867,1820-1913,gdppc,2815.0,Maddison,
DEU,1867,1820-1913,v2x_libdem,0.178,V-Dem,
DEU,1867,1820-1913,v2x_polyarchy,0.2,V-Dem,
DEU,1867,1820-1913,cinc,0.07031934,COW,
DEU,1868,1820-1913,pop,38637.0,Maddison,
DEU,1868,1820-1913,gdppc,2966.0,Maddison,
DEU,1868,1820-1913,v2x_libdem,0.181,V-Dem,
DEU,1868,1820-1913,v2x_polyarchy,0.202,V-Dem,
DEU,1868,1820-1913,cinc,0.081541047,COW,
DEU,1869,1820-1913,pop,38914.0,Maddison,
DEU,1869,1820-1913,gdppc,2965.0,Maddison,
DEU,1869,1820-1913,v2x_libdem,0.182,V-Dem,
DEU,1869,1820-1913,v2x_polyarchy,0.202,V-Dem,
DEU,1869,1820-1913,cinc,0.083696641,COW,
DEU,1870,1820-1913,pop,39231.0,Maddison,
DEU,1870,1820-1913,gdppc,2931.0,Maddison,
DEU,1870,1820-1913,v2x_libdem,0.182,V-Dem,
DEU,1870,1820-1913,v2x_polyarchy,0.205,V-Dem,
DEU,1870,1820-1913,cinc,0.10604604,COW,
DEU,1871,1820-1913,pop,39456.0,Maddison,
DEU,1871,1820-1913,gdppc,2896.0,Maddison,
DEU,1871,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1871,1820-1913,v2x_polyarchy,0.231,V-Dem,
DEU,1871,1820-1913,cinc,0.1198476,COW,
DEU,1872,1820-1913,pop,39691.0,Maddison,
DEU,1872,1820-1913,gdppc,3078.0,Maddison,
DEU,1872,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1872,1820-1913,v2x_polyarchy,0.231,V-Dem,
DEU,1872,1820-1913,cinc,0.097507112,COW,
DEU,1873,1820-1913,pop,40017.0,Maddison,
DEU,1873,1820-1913,gdppc,3186.0,Maddison,
DEU,1873,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1873,1820-1913,v2x_polyarchy,0.231,V-Dem,
DEU,1873,1820-1913,cinc,0.098793954,COW,
DEU,1874,1820-1913,pop,40450.0,Maddison,
DEU,1874,1820-1913,gdppc,3386.0,Maddison,
DEU,1874,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1874,1820-1913,v2x_polyarchy,0.232,V-Dem,
DEU,1874,1820-1913,cinc,0.10116117,COW,
DEU,1875,1820-1913,pop,40897.0,Maddison,
DEU,1875,1820-1913,gdppc,3366.0,Maddison,
DEU,1875,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1875,1820-1913,v2x_polyarchy,0.232,V-Dem,
DEU,1875,1820-1913,cinc,0.10344455,COW,
DEU,1876,1820-1913,pop,41491.0,Maddison,
DEU,1876,1820-1913,gdppc,3301.0,Maddison,
DEU,1876,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1876,1820-1913,v2x_polyarchy,0.232,V-Dem,
DEU,1876,1820-1913,cinc,0.098724939,COW,
DEU,1877,1820-1913,pop,42034.0,Maddison,
DEU,1877,1820-1913,gdppc,3241.0,Maddison,
DEU,1877,1820-1913,v2x_libdem,0.219,V-Dem,
DEU,1877,1820-1913,v2x_polyarchy,0.232,V-Dem,
DEU,1877,1820-1913,cinc,0.098763414,COW,
DEU,1878,1820-1913,pop,42546.0,Maddison,
DEU,1878,1820-1913,gdppc,3352.0,Maddison,
DEU,1878,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1878,1820-1913,v2x_polyarchy,0.231,V-Dem,
DEU,1878,1820-1913,cinc,0.099859565,COW,
DEU,1879,1820-1913,pop,43052.0,Maddison,
DEU,1879,1820-1913,gdppc,3234.0,Maddison,
DEU,1879,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1879,1820-1913,v2x_polyarchy,0.23,V-Dem,
DEU,1879,1820-1913,cinc,0.10560764,COW,
DEU,1880,1820-1913,pop,43500.0,Maddison,
DEU,1880,1820-1913,gdppc,3174.0,Maddison,
DEU,1880,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1880,1820-1913,v2x_polyarchy,0.23,V-Dem,
DEU,1880,1820-1913,cinc,0.10560779,COW,
DEU,1881,1820-1913,pop,43827.0,Maddison,
DEU,1881,1820-1913,gdppc,3228.0,Maddison,
DEU,1881,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1881,1820-1913,v2x_polyarchy,0.23,V-Dem,
DEU,1881,1820-1913,cinc,0.10653359,COW,
DEU,1882,1820-1913,pop,44112.0,Maddison,
DEU,1882,1820-1913,gdppc,3258.0,Maddison,
DEU,1882,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1882,1820-1913,v2x_polyarchy,0.231,V-Dem,
DEU,1882,1820-1913,cinc,0.10663672,COW,
DEU,1883,1820-1913,pop,44404.0,Maddison,
DEU,1883,1820-1913,gdppc,3416.0,Maddison,
DEU,1883,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1883,1820-1913,v2x_polyarchy,0.231,V-Dem,
DEU,1883,1820-1913,cinc,0.11077441,COW,
DEU,1884,1820-1913,pop,44777.0,Maddison,
DEU,1884,1820-1913,gdppc,3472.0,Maddison,
DEU,1884,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1884,1820-1913,v2x_polyarchy,0.231,V-Dem,
DEU,1884,1820-1913,cinc,0.11334331,COW,
DEU,1885,1820-1913,pop,45084.0,Maddison,
DEU,1885,1820-1913,gdppc,3532.0,Maddison,
DEU,1885,1820-1913,v2x_libdem,0.219,V-Dem,
DEU,1885,1820-1913,v2x_polyarchy,0.233,V-Dem,
DEU,1885,1820-1913,cinc,0.11463291,COW,
DEU,1886,1820-1913,pop,45505.0,Maddison,
DEU,1886,1820-1913,gdppc,3524.0,Maddison,
DEU,1886,1820-1913,v2x_libdem,0.219,V-Dem,
DEU,1886,1820-1913,v2x_polyarchy,0.233,V-Dem,
DEU,1886,1820-1913,cinc,0.11360407,COW,
DEU,1887,1820-1913,pop,46001.0,Maddison,
DEU,1887,1820-1913,gdppc,3626.0,Maddison,
DEU,1887,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1887,1820-1913,v2x_polyarchy,0.232,V-Dem,
DEU,1887,1820-1913,cinc,0.12310402,COW,
DEU,1888,1820-1913,pop,46538.0,Maddison,
DEU,1888,1820-1913,gdppc,3732.0,Maddison,
DEU,1888,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1888,1820-1913,v2x_polyarchy,0.232,V-Dem,
DEU,1888,1820-1913,cinc,0.12728682,COW,
DEU,1889,1820-1913,pop,47083.0,Maddison,
DEU,1889,1820-1913,gdppc,3792.0,Maddison,
DEU,1889,1820-1913,v2x_libdem,0.218,V-Dem,
DEU,1889,1820-1913,v2x_polyarchy,0.232,V-Dem,
DEU,1889,1820-1913,cinc,0.1188932,COW,
DEU,1890,1820-1913,pop,47607.0,Maddison,
DEU,1890,1820-1913,gdppc,3870.0,Maddison,
DEU,1890,1820-1913,v2x_libdem,0.22,V-Dem,
DEU,1890,1820-1913,v2x_polyarchy,0.236,V-Dem,
DEU,1890,1820-1913,cinc,0.12595853,COW,
DEU,1891,1820-1913,pop,48129.0,Maddison,
DEU,1891,1820-1913,gdppc,3821.0,Maddison,
DEU,1891,1820-1913,v2x_libdem,0.221,V-Dem,
DEU,1891,1820-1913,v2x_polyarchy,0.237,V-Dem,
DEU,1891,1820-1913,cinc,0.12272226,COW,
DEU,1892,1820-1913,pop,48633.0,Maddison,
DEU,1892,1820-1913,gdppc,3936.0,Maddison,
DEU,1892,1820-1913,v2x_libdem,0.221,V-Dem,
DEU,1892,1820-1913,v2x_polyarchy,0.237,V-Dem,
DEU,1892,1820-1913,cinc,0.12665534,COW,
DEU,1893,1820-1913,pop,49123.0,Maddison,
DEU,1893,1820-1913,gdppc,4089.0,Maddison,
DEU,1893,1820-1913,v2x_libdem,0.221,V-Dem,
DEU,1893,1820-1913,v2x_polyarchy,0.238,V-Dem,
DEU,1893,1820-1913,cinc,0.13419484,COW,
DEU,1894,1820-1913,pop,49703.0,Maddison,
DEU,1894,1820-1913,gdppc,4141.0,Maddison,
DEU,1894,1820-1913,v2x_libdem,0.221,V-Dem,
DEU,1894,1820-1913,v2x_polyarchy,0.239,V-Dem,
DEU,1894,1820-1913,cinc,0.13210894,COW,
DEU,1895,1820-1913,pop,50363.0,Maddison,
DEU,1895,1820-1913,gdppc,4281.0,Maddison,
DEU,1895,1820-1913,v2x_libdem,0.221,V-Dem,
DEU,1895,1820-1913,v2x_polyarchy,0.239,V-Dem,
DEU,1895,1820-1913,cinc,0.12557141,COW,
DEU,1896,1820-1913,pop,51111.0,Maddison,
DEU,1896,1820-1913,gdppc,4368.0,Maddison,
DEU,1896,1820-1913,v2x_libdem,0.221,V-Dem,
DEU,1896,1820-1913,v2x_polyarchy,0.239,V-Dem,
DEU,1896,1820-1913,cinc,0.12973258,COW,
DEU,1897,1820-1913,pop,51921.0,Maddison,
DEU,1897,1820-1913,gdppc,4423.0,Maddison,
DEU,1897,1820-1913,v2x_libdem,0.221,V-Dem,
DEU,1897,1820-1913,v2x_polyarchy,0.239,V-Dem,
DEU,1897,1820-1913,cinc,0.13222976,COW,
DEU,1898,1820-1913,pop,52753.0,Maddison,
DEU,1898,1820-1913,gdppc,4540.0,Maddison,
DEU,1898,1820-1913,v2x_libdem,0.221,V-Dem,
DEU,1898,1820-1913,v2x_polyarchy,0.241,V-Dem,
DEU,1898,1820-1913,cinc,0.12493378,COW,
DEU,1899,1820-1913,pop,53592.0,Maddison,
DEU,1899,1820-1913,gdppc,4631.0,Maddison,
DEU,1899,1820-1913,v2x_libdem,0.221,V-Dem,
DEU,1899,1820-1913,v2x_polyarchy,0.24,V-Dem,
DEU,1899,1820-1913,cinc,0.12672231,COW,
DEU,1900,1820-1913,pop,54388.0,Maddison,
DEU,1900,1820-1913,gdppc,4758.0,Maddison,
DEU,1900,1820-1913,v2x_libdem,0.223,V-Dem,
DEU,1900,1820-1913,v2x_polyarchy,0.238,V-Dem,
DEU,1900,1820-1913,cinc,0.13152538,COW,
DEU,1901,1820-1913,pop,55214.0,Maddison,
DEU,1901,1820-1913,gdppc,4576.0,Maddison,
DEU,1901,1820-1913,v2x_libdem,0.224,V-Dem,
DEU,1901,1820-1913,v2x_polyarchy,0.239,V-Dem,
DEU,1901,1820-1913,cinc,0.12783954,COW,
DEU,1902,1820-1913,pop,56104.0,Maddison,
DEU,1902,1820-1913,gdppc,4611.0,Maddison,
DEU,1902,1820-1913,v2x_libdem,0.223,V-Dem,
DEU,1902,1820-1913,v2x_polyarchy,0.239,V-Dem,
DEU,1902,1820-1913,cinc,0.13113244,COW,
DEU,1903,1820-1913,pop,56963.0,Maddison,
DEU,1903,1820-1913,gdppc,4795.0,Maddison,
DEU,1903,1820-1913,v2x_libdem,0.227,V-Dem,
DEU,1903,1820-1913,v2x_polyarchy,0.248,V-Dem,
DEU,1903,1820-1913,cinc,0.13464612,COW,
DEU,1904,1820-1913,pop,57806.0,Maddison,
DEU,1904,1820-1913,gdppc,4914.0,Maddison,
DEU,1904,1820-1913,v2x_libdem,0.23,V-Dem,
DEU,1904,1820-1913,v2x_polyarchy,0.255,V-Dem,
DEU,1904,1820-1913,cinc,0.13375366,COW,
DEU,1905,1820-1913,pop,58644.0,Maddison,
DEU,1905,1820-1913,gdppc,4948.0,Maddison,
DEU,1905,1820-1913,v2x_libdem,0.23,V-Dem,
DEU,1905,1820-1913,v2x_polyarchy,0.255,V-Dem,
DEU,1905,1820-1913,cinc,0.12306968,COW,
DEU,1906,1820-1913,pop,59481.0,Maddison,
DEU,1906,1820-1913,gdppc,5024.0,Maddison,
DEU,1906,1820-1913,v2x_libdem,0.229,V-Dem,
DEU,1906,1820-1913,v2x_polyarchy,0.254,V-Dem,
DEU,1906,1820-1913,cinc,0.13150726,COW,
DEU,1907,1820-1913,pop,60341.0,Maddison,
DEU,1907,1820-1913,gdppc,5172.0,Maddison,
DEU,1907,1820-1913,v2x_libdem,0.23,V-Dem,
DEU,1907,1820-1913,v2x_polyarchy,0.253,V-Dem,
DEU,1907,1820-1913,cinc,0.13589956,COW,
DEU,1908,1820-1913,pop,61187.0,Maddison,
DEU,1908,1820-1913,gdppc,5187.0,Maddison,
DEU,1908,1820-1913,v2x_libdem,0.229,V-Dem,
DEU,1908,1820-1913,v2x_polyarchy,0.254,V-Dem,
DEU,1908,1820-1913,cinc,0.1459929,COW,
DEU,1909,1820-1913,pop,62038.0,Maddison,
DEU,1909,1820-1913,gdppc,5220.0,Maddison,
DEU,1909,1820-1913,v2x_libdem,0.23,V-Dem,
DEU,1909,1820-1913,v2x_polyarchy,0.256,V-Dem,
DEU,1909,1820-1913,cinc,0.1352272,COW,
DEU,1910,1820-1913,pop,62884.0,Maddison,
DEU,1910,1820-1913,gdppc,5337.0,Maddison,
DEU,1910,1820-1913,v2x_libdem,0.23,V-Dem,
DEU,1910,1820-1913,v2x_polyarchy,0.256,V-Dem,
DEU,1910,1820-1913,cinc,0.13572359,COW,
DEU,1911,1820-1913,pop,63852.0,Maddison,
DEU,1911,1820-1913,gdppc,5432.0,Maddison,
DEU,1911,1820-1913,v2x_libdem,0.23,V-Dem,
DEU,1911,1820-1913,v2x_polyarchy,0.256,V-Dem,
DEU,1911,1820-1913,cinc,0.13731502,COW,
DEU,1912,1820-1913,pop,64457.0,Maddison,
DEU,1912,1820-1913,gdppc,5617.0,Maddison,
DEU,1912,1820-1913,v2x_libdem,0.23,V-Dem,
DEU,1912,1820-1913,v2x_polyarchy,0.254,V-Dem,
DEU,1912,1820-1913,cinc,0.13733648,COW,
DEU,1913,1820-1913,pop,65058.0,Maddison,
DEU,1913,1820-1913,gdppc,5815.0,Maddison,
DEU,1913,1820-1913,v2x_libdem,0.23,V-Dem,
DEU,1913,1820-1913,v2x_polyarchy,0.256,V-Dem,
DEU,1913,1820-1913,cinc,0.14331791,COW,
DEU,1945,1945-2020,pop,67000.0,Maddison,
DEU,1945,1945-2020,gdppc,7195.0,Maddison,
DEU,1945,1945-2020,v2x_libdem,,V-Dem,
DEU,1945,1945-2020,v2x_polyarchy,,V-Dem,
DEU,1945,1945-2020,cinc,,COW,Germany under Allied occupation; no COW state coding
DEU,1946,1945-2020,pop,64678.0,Maddison,
DEU,1946,1945-2020,gdppc,3534.0,Maddison,
DEU,1946,1945-2020,v2x_libdem,,V-Dem,
DEU,1946,1945-2020,v2x_polyarchy,,V-Dem,
DEU,1946,1945-2020,cinc,,COW,Germany under Allied occupation; no COW state coding
DEU,1947,1945-2020,pop,66094.0,Maddison,
DEU,1947,1945-2020,gdppc,3883.0,Maddison,
DEU,1947,1945-2020,v2x_libdem,,V-Dem,
DEU,1947,1945-2020,v2x_polyarchy,,V-Dem,
DEU,1947,1945-2020,cinc,,COW,Germany under Allied occupation; no COW state coding
DEU,1948,1945-2020,pop,67295.0,Maddison,
DEU,1948,1945-2020,gdppc,4517.0,Maddison,
DEU,1948,1945-2020,v2x_libdem,,V-Dem,
DEU,1948,1945-2020,v2x_polyarchy,,V-Dem,
DEU,1948,1945-2020,cinc,,COW,Germany under Allied occupation; no COW state coding
DEU,1949,1945-2020,pop,67991.0,Maddison,
DEU,1949,1945-2020,gdppc,5231.0,Maddison,
DEU,1949,1945-2020,v2x_libdem,0.742,V-Dem,
DEU,1949,1945-2020,v2x_polyarchy,0.793,V-Dem,
DEU,1949,1945-2020,cinc,,COW,FRG pre-sovereignty (full sovereignty 1955); COW cinc unavailable
DEU,1950,1945-2020,pop,68374.572,Maddison,
DEU,1950,1945-2020,gdppc,6186.0,Maddison,
DEU,1950,1945-2020,v2x_libdem,0.765,V-Dem,
DEU,1950,1945-2020,v2x_polyarchy,0.813,V-Dem,
DEU,1950,1945-2020,cinc,,COW,FRG pre-sovereignty (full sovereignty 1955); COW cinc unavailable
DEU,1951,1945-2020,pop,68875.884,Maddison,
DEU,1951,1945-2020,gdppc,6704.0,Maddison,
DEU,1951,1945-2020,v2x_libdem,0.765,V-Dem,
DEU,1951,1945-2020,v2x_polyarchy,0.813,V-Dem,
DEU,1951,1945-2020,cinc,,COW,FRG pre-sovereignty (full sovereignty 1955); COW cinc unavailable
DEU,1952,1945-2020,pop,69145.952,Maddison,
DEU,1952,1945-2020,gdppc,7257.0,Maddison,
DEU,1952,1945-2020,v2x_libdem,0.752,V-Dem,
DEU,1952,1945-2020,v2x_polyarchy,0.8,V-Dem,
DEU,1952,1945-2020,cinc,,COW,FRG pre-sovereignty (full sovereignty 1955); COW cinc unavailable
DEU,1953,1945-2020,pop,69550.236,Maddison,
DEU,1953,1945-2020,gdppc,7818.0,Maddison,
DEU,1953,1945-2020,v2x_libdem,0.765,V-Dem,
DEU,1953,1945-2020,v2x_polyarchy,0.812,V-Dem,
DEU,1953,1945-2020,cinc,,COW,FRG pre-sovereignty (full sovereignty 1955); COW cinc unavailable
DEU,1954,1945-2020,pop,69868.115,Maddison,
DEU,1954,1945-2020,gdppc,8364.0,Maddison,
DEU,1954,1945-2020,v2x_libdem,0.781,V-Dem,
DEU,1954,1945-2020,v2x_polyarchy,0.828,V-Dem,
DEU,1954,1945-2020,cinc,,COW,FRG pre-sovereignty (full sovereignty 1955); COW cinc unavailable
DEU,1955,1945-2020,pop,70195.612,Maddison,
DEU,1955,1945-2020,gdppc,9240.0,Maddison,
DEU,1955,1945-2020,v2x_libdem,0.781,V-Dem,
DEU,1955,1945-2020,v2x_polyarchy,0.828,V-Dem,
DEU,1955,1945-2020,cinc,0.037784725,COW,
DEU,1956,1945-2020,pop,70602.518,Maddison,
DEU,1956,1945-2020,gdppc,9846.0,Maddison,
DEU,1956,1945-2020,v2x_libdem,0.778,V-Dem,
DEU,1956,1945-2020,v2x_polyarchy,0.824,V-Dem,
DEU,1956,1945-2020,cinc,0.037591804,COW,
DEU,1957,1945-2020,pop,71019.069,Maddison,
DEU,1957,1945-2020,gdppc,10348.0,Maddison,
DEU,1957,1945-2020,v2x_libdem,0.786,V-Dem,
DEU,1957,1945-2020,v2x_polyarchy,0.832,V-Dem,
DEU,1957,1945-2020,cinc,0.037253745,COW,
DEU,1958,1945-2020,pop,71488.167,Maddison,
DEU,1958,1945-2020,gdppc,10739.0,Maddison,
DEU,1958,1945-2020,v2x_libdem,0.785,V-Dem,
DEU,1958,1945-2020,v2x_polyarchy,0.831,V-Dem,
DEU,1958,1945-2020,cinc,0.035825282,COW,
DEU,1959,1945-2020,pop,72013.853,Maddison,
DEU,1959,1945-2020,gdppc,11440.0,Maddison,
DEU,1959,1945-2020,v2x_libdem,0.785,V-Dem,
DEU,1959,1945-2020,v2x_polyarchy,0.831,V-Dem,
DEU,1959,1945-2020,cinc,0.039920256,COW,
DEU,1960,1945-2020,pop,72480.869,Maddison,
DEU,1960,1945-2020,gdppc,12282.0,Maddison,
DEU,1960,1945-2020,v2x_libdem,0.785,V-Dem,
DEU,1960,1945-2020,v2x_polyarchy,0.831,V-Dem,
DEU,1960,1945-2020,cinc,0.040735226,COW,
DEU,1961,1945-2020,pop,73123.148,Maddison,
DEU,1961,1945-2020,gdppc,12675.0,Maddison,
DEU,1961,1945-2020,v2x_libdem,0.789,V-Dem,
DEU,1961,1945-2020,v2x_polyarchy,0.835,V-Dem,
DEU,1961,1945-2020,cinc,0.040470645,COW,
DEU,1962,1945-2020,pop,73739.117,Maddison,
DEU,1962,1945-2020,gdppc,13106.0,Maddison,
DEU,1962,1945-2020,v2x_libdem,0.794,V-Dem,
DEU,1962,1945-2020,v2x_polyarchy,0.84,V-Dem,
DEU,1962,1945-2020,cinc,0.040152412,COW,
DEU,1963,1945-2020,pop,74340.26,Maddison,
DEU,1963,1945-2020,gdppc,13367.0,Maddison,
DEU,1963,1945-2020,v2x_libdem,0.799,V-Dem,
DEU,1963,1945-2020,v2x_polyarchy,0.845,V-Dem,
DEU,1963,1945-2020,cinc,0.039770029,COW,
DEU,1964,1945-2020,pop,74954.262,Maddison,
DEU,1964,1945-2020,gdppc,14062.0,Maddison,
DEU,1964,1945-2020,v2x_libdem,0.799,V-Dem,
DEU,1964,1945-2020,v2x_polyarchy,0.845,V-Dem,
DEU,1964,1945-2020,cinc,0.04004918,COW,
DEU,1965,1945-2020,pop,75638.851,Maddison,
DEU,1965,1945-2020,gdppc,14642.0,Maddison,
DEU,1965,1945-2020,v2x_libdem,0.8,V-Dem,
DEU,1965,1945-2020,v2x_polyarchy,0.846,V-Dem,
DEU,1965,1945-2020,cinc,0.038725883,COW,
DEU,1966,1945-2020,pop,76206.173,Maddison,
DEU,1966,1945-2020,gdppc,14964.0,Maddison,
DEU,1966,1945-2020,v2x_libdem,0.796,V-Dem,
DEU,1966,1945-2020,v2x_polyarchy,0.843,V-Dem,
DEU,1966,1945-2020,cinc,0.036576618,COW,
DEU,1967,1945-2020,pop,76368.453,Maddison,
DEU,1967,1945-2020,gdppc,14979.0,Maddison,
DEU,1967,1945-2020,v2x_libdem,0.796,V-Dem,
DEU,1967,1945-2020,v2x_polyarchy,0.843,V-Dem,
DEU,1967,1945-2020,cinc,0.036045428,COW,
DEU,1968,1945-2020,pop,76584.401,Maddison,
DEU,1968,1945-2020,gdppc,15723.0,Maddison,
DEU,1968,1945-2020,v2x_libdem,0.796,V-Dem,
DEU,1968,1945-2020,v2x_polyarchy,0.843,V-Dem,
DEU,1968,1945-2020,cinc,0.036387153,COW,
DEU,1969,1945-2020,pop,77143.888,Maddison,
DEU,1969,1945-2020,gdppc,16641.0,Maddison,
DEU,1969,1945-2020,v2x_libdem,0.795,V-Dem,
DEU,1969,1945-2020,v2x_polyarchy,0.842,V-Dem,
DEU,1969,1945-2020,cinc,0.036633819,COW,
DEU,1970,1945-2020,pop,77783.164,Maddison,
DEU,1970,1945-2020,gdppc,17277.0,Maddison,
DEU,1970,1945-2020,v2x_libdem,0.811,V-Dem,
DEU,1970,1945-2020,v2x_polyarchy,0.855,V-Dem,
DEU,1970,1945-2020,cinc,0.035735894,COW,
DEU,1971,1945-2020,pop,78354.709,Maddison,
DEU,1971,1945-2020,gdppc,17657.0,Maddison,
DEU,1971,1945-2020,v2x_libdem,0.81,V-Dem,
DEU,1971,1945-2020,v2x_polyarchy,0.855,V-Dem,
DEU,1971,1945-2020,cinc,0.034901418,COW,
DEU,1972,1945-2020,pop,78717.088,Maddison,
DEU,1972,1945-2020,gdppc,18301.0,Maddison,
DEU,1972,1945-2020,v2x_libdem,0.81,V-Dem,
DEU,1972,1945-2020,v2x_polyarchy,0.854,V-Dem,
DEU,1972,1945-2020,cinc,0.035169441,COW,
DEU,1973,1945-2020,pop,78950.22,Maddison,
DEU,1973,1945-2020,gdppc,19074.0,Maddison,
DEU,1973,1945-2020,v2x_libdem,0.808,V-Dem,
DEU,1973,1945-2020,v2x_polyarchy,0.852,V-Dem,
DEU,1973,1945-2020,cinc,0.036092423,COW,
DEU,1974,1945-2020,pop,78966.137,Maddison,
DEU,1974,1945-2020,gdppc,19228.0,Maddison,
DEU,1974,1945-2020,v2x_libdem,0.808,V-Dem,
DEU,1974,1945-2020,v2x_polyarchy,0.852,V-Dem,
DEU,1974,1945-2020,cinc,0.036560275,COW,
DEU,1975,1945-2020,pop,78682.325,Maddison,
DEU,1975,1945-2020,gdppc,19193.0,Maddison,
DEU,1975,1945-2020,v2x_libdem,0.808,V-Dem,
DEU,1975,1945-2020,v2x_polyarchy,0.852,V-Dem,
DEU,1975,1945-2020,cinc,0.033488765,COW,
DEU,1976,1945-2020,pop,78298.957,Maddison,
DEU,1976,1945-2020,gdppc,20218.0,Maddison,
