ISO3,year,sub_window,variable,value,source,note
NLD,1959,1945-2020,pop,11347.639,Maddison,
NLD,1959,1945-2020,gdppc,12333.0,Maddison,
NLD,1959,1945-2020,v2x_libdem,0.728,V-Dem,
NLD,1959,1945-2020,v2x_polyarchy,0.787,V-Dem,
NLD,1959,1945-2020,cinc,0.0066679157,COW,
NLD,1960,1945-2020,pop,11486.0,Maddison,
NLD,1960,1945-2020,gdppc,13209.0,Maddison,
NLD,1960,1945-2020,v2x_libdem,0.739,V-Dem,
NLD,1960,1945-2020,v2x_polyarchy,0.796,V-Dem,
NLD,1960,1945-2020,cinc,0.0068122945,COW,
NLD,1961,1945-2020,pop,11638.713,Maddison,
NLD,1961,1945-2020,gdppc,13074.0,Maddison,
NLD,1961,1945-2020,v2x_libdem,0.739,V-Dem,
NLD,1961,1945-2020,v2x_polyarchy,0.796,V-Dem,
NLD,1961,1945-2020,cinc,0.0067847972,COW,
NLD,1962,1945-2020,pop,11805.689,Maddison,
NLD,1962,1945-2020,gdppc,13770.0,Maddison,
NLD,1962,1945-2020,v2x_libdem,0.739,V-Dem,
NLD,1962,1945-2020,v2x_polyarchy,0.796,V-Dem,
NLD,1962,1945-2020,cinc,0.0067621595,COW,
NLD,1963,1945-2020,pop,11965.966,Maddison,
NLD,1963,1945-2020,gdppc,14078.0,Maddison,
NLD,1963,1945-2020,v2x_libdem,0.734,V-Dem,
NLD,1963,1945-2020,v2x_polyarchy,0.793,V-Dem,
NLD,1963,1945-2020,cinc,0.006585144,COW,
NLD,1964,1945-2020,pop,12127.12,Maddison,
NLD,1964,1945-2020,gdppc,15042.0,Maddison,
NLD,1964,1945-2020,v2x_libdem,0.731,V-Dem,
NLD,1964,1945-2020,v2x_polyarchy,0.791,V-Dem,
NLD,1964,1945-2020,cinc,0.0066190832,COW,
NLD,1965,1945-2020,pop,12292.0,Maddison,
NLD,1965,1945-2020,gdppc,15618.0,Maddison,
NLD,1965,1945-2020,v2x_libdem,0.731,V-Dem,
NLD,1965,1945-2020,v2x_polyarchy,0.791,V-Dem,
NLD,1965,1945-2020,cinc,0.0067613903,COW,
NLD,1966,1945-2020,pop,12454.8,Maddison,
NLD,1966,1945-2020,gdppc,15838.0,Maddison,
NLD,1966,1945-2020,v2x_libdem,0.76,V-Dem,
NLD,1966,1945-2020,v2x_polyarchy,0.818,V-Dem,
NLD,1966,1945-2020,cinc,0.0065402216,COW,
NLD,1967,1945-2020,pop,12596.822,Maddison,
NLD,1967,1945-2020,gdppc,16483.0,Maddison,
NLD,1967,1945-2020,v2x_libdem,0.764,V-Dem,
NLD,1967,1945-2020,v2x_polyarchy,0.822,V-Dem,
NLD,1967,1945-2020,cinc,0.0065306057,COW,
NLD,1968,1945-2020,pop,12724.68,Maddison,
NLD,1968,1945-2020,gdppc,17365.0,Maddison,
NLD,1968,1945-2020,v2x_libdem,0.769,V-Dem,
NLD,1968,1945-2020,v2x_polyarchy,0.826,V-Dem,
NLD,1968,1945-2020,cinc,0.0065541887,COW,
NLD,1969,1945-2020,pop,12873.0,Maddison,
NLD,1969,1945-2020,gdppc,18270.0,Maddison,
NLD,1969,1945-2020,v2x_libdem,0.78,V-Dem,
NLD,1969,1945-2020,v2x_polyarchy,0.837,V-Dem,
NLD,1969,1945-2020,cinc,0.0069994144,COW,
NLD,1970,1945-2020,pop,13032.335,Maddison,
NLD,1970,1945-2020,gdppc,19075.0,Maddison,
NLD,1970,1945-2020,v2x_libdem,0.786,V-Dem,
NLD,1970,1945-2020,v2x_polyarchy,0.84,V-Dem,
NLD,1970,1945-2020,cinc,0.0072448291,COW,
NLD,1971,1945-2020,pop,13193.776,Maddison,
NLD,1971,1945-2020,gdppc,19636.0,Maddison,
NLD,1971,1945-2020,v2x_libdem,0.787,V-Dem,
NLD,1971,1945-2020,v2x_polyarchy,0.841,V-Dem,
NLD,1971,1945-2020,cinc,0.007225283,COW,
NLD,1972,1945-2020,pop,13329.874,Maddison,
NLD,1972,1945-2020,gdppc,20079.0,Maddison,
NLD,1972,1945-2020,v2x_libdem,0.793,V-Dem,
NLD,1972,1945-2020,v2x_polyarchy,0.845,V-Dem,
NLD,1972,1945-2020,cinc,0.007615739,COW,
NLD,1973,1945-2020,pop,13438.404,Maddison,
NLD,1973,1945-2020,gdppc,20851.0,Maddison,
NLD,1973,1945-2020,v2x_libdem,0.791,V-Dem,
NLD,1973,1945-2020,v2x_polyarchy,0.844,V-Dem,
NLD,1973,1945-2020,cinc,0.0075288978,COW,
NLD,1974,1945-2020,pop,13540.584,Maddison,
NLD,1974,1945-2020,gdppc,21514.0,Maddison,
NLD,1974,1945-2020,v2x_libdem,0.791,V-Dem,
NLD,1974,1945-2020,v2x_polyarchy,0.844,V-Dem,
NLD,1974,1945-2020,cinc,0.0073396293,COW,
NLD,1975,1945-2020,pop,13653.438,Maddison,
NLD,1975,1945-2020,gdppc,21318.0,Maddison,
NLD,1975,1945-2020,v2x_libdem,0.791,V-Dem,
NLD,1975,1945-2020,v2x_polyarchy,0.844,V-Dem,
NLD,1975,1945-2020,cinc,0.0070545836,COW,
NLD,1976,1945-2020,pop,13769.913,Maddison,
NLD,1976,1945-2020,gdppc,22132.0,Maddison,
NLD,1976,1945-2020,v2x_libdem,0.791,V-Dem,
NLD,1976,1945-2020,v2x_polyarchy,0.844,V-Dem,
NLD,1976,1945-2020,cinc,0.0071370043,COW,
NLD,1977,1945-2020,pop,13852.989,Maddison,
NLD,1977,1945-2020,gdppc,22598.0,Maddison,
NLD,1977,1945-2020,v2x_libdem,0.79,V-Dem,
NLD,1977,1945-2020,v2x_polyarchy,0.843,V-Dem,
NLD,1977,1945-2020,cinc,0.0070267073,COW,
NLD,1978,1945-2020,pop,13936.754,Maddison,
NLD,1978,1945-2020,gdppc,22992.0,Maddison,
NLD,1978,1945-2020,v2x_libdem,0.793,V-Dem,
NLD,1978,1945-2020,v2x_polyarchy,0.847,V-Dem,
NLD,1978,1945-2020,cinc,0.007004987,COW,
NLD,1979,1945-2020,pop,14030.002,Maddison,
NLD,1979,1945-2020,gdppc,23347.0,Maddison,
NLD,1979,1945-2020,v2x_libdem,0.802,V-Dem,
NLD,1979,1945-2020,v2x_polyarchy,0.855,V-Dem,
NLD,1979,1945-2020,cinc,0.0071248305,COW,
NLD,1980,1945-2020,pop,14143.901,Maddison,
NLD,1980,1945-2020,gdppc,23438.0,Maddison,
NLD,1980,1945-2020,v2x_libdem,0.811,V-Dem,
NLD,1980,1945-2020,v2x_polyarchy,0.86,V-Dem,
NLD,1980,1945-2020,cinc,0.006663302,COW,
NLD,1981,1945-2020,pop,14246.049,Maddison,
NLD,1981,1945-2020,gdppc,23153.0,Maddison,
NLD,1981,1945-2020,v2x_libdem,0.811,V-Dem,
NLD,1981,1945-2020,v2x_polyarchy,0.862,V-Dem,
NLD,1981,1945-2020,cinc,0.0062512807,COW,
NLD,1982,1945-2020,pop,14310.401,Maddison,
NLD,1982,1945-2020,gdppc,22780.0,Maddison,
NLD,1982,1945-2020,v2x_libdem,0.814,V-Dem,
NLD,1982,1945-2020,v2x_polyarchy,0.862,V-Dem,
NLD,1982,1945-2020,cinc,0.0056950524,COW,
NLD,1983,1945-2020,pop,14362.381,Maddison,
NLD,1983,1945-2020,gdppc,23086.0,Maddison,
NLD,1983,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,1983,1945-2020,v2x_polyarchy,0.861,V-Dem,
NLD,1983,1945-2020,cinc,0.0057645007,COW,
NLD,1984,1945-2020,pop,14420.022,Maddison,
NLD,1984,1945-2020,gdppc,23750.0,Maddison,
NLD,1984,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,1984,1945-2020,v2x_polyarchy,0.861,V-Dem,
NLD,1984,1945-2020,cinc,0.0058279736,COW,
NLD,1985,1945-2020,pop,14491.38,Maddison,
NLD,1985,1945-2020,gdppc,24361.0,Maddison,
NLD,1985,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,1985,1945-2020,v2x_polyarchy,0.861,V-Dem,
NLD,1985,1945-2020,cinc,0.0057291761,COW,
NLD,1986,1945-2020,pop,14571.875,Maddison,
NLD,1986,1945-2020,gdppc,24893.0,Maddison,
NLD,1986,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,1986,1945-2020,v2x_polyarchy,0.86,V-Dem,
NLD,1986,1945-2020,cinc,0.0059562591,COW,
NLD,1987,1945-2020,pop,14665.278,Maddison,
NLD,1987,1945-2020,gdppc,25085.0,Maddison,
NLD,1987,1945-2020,v2x_libdem,0.812,V-Dem,
NLD,1987,1945-2020,v2x_polyarchy,0.86,V-Dem,
NLD,1987,1945-2020,cinc,0.0059317406,COW,
NLD,1988,1945-2020,pop,14761.339,Maddison,
NLD,1988,1945-2020,gdppc,25574.0,Maddison,
NLD,1988,1945-2020,v2x_libdem,0.812,V-Dem,
NLD,1988,1945-2020,v2x_polyarchy,0.86,V-Dem,
NLD,1988,1945-2020,cinc,0.0059541822,COW,
NLD,1989,1945-2020,pop,14848.907,Maddison,
NLD,1989,1945-2020,gdppc,26612.0,Maddison,
NLD,1989,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,1989,1945-2020,v2x_polyarchy,0.861,V-Dem,
NLD,1989,1945-2020,cinc,0.0062806155,COW,
NLD,1990,1945-2020,pop,14951.51,Maddison,
NLD,1990,1945-2020,gdppc,27515.0,Maddison,
NLD,1990,1945-2020,v2x_libdem,0.814,V-Dem,
NLD,1990,1945-2020,v2x_polyarchy,0.862,V-Dem,
NLD,1990,1945-2020,cinc,0.0061462196,COW,
NLD,1991,1945-2020,pop,15072.55,Maddison,
NLD,1991,1945-2020,gdppc,28126.78128729326,Maddison,
NLD,1991,1945-2020,v2x_libdem,0.814,V-Dem,
NLD,1991,1945-2020,v2x_polyarchy,0.862,V-Dem,
NLD,1991,1945-2020,cinc,0.0065313065,COW,
NLD,1992,1945-2020,pop,15186.58,Maddison,
NLD,1992,1945-2020,gdppc,28555.731843562444,Maddison,
NLD,1992,1945-2020,v2x_libdem,0.814,V-Dem,
NLD,1992,1945-2020,v2x_polyarchy,0.862,V-Dem,
NLD,1992,1945-2020,cinc,0.0066595511,COW,
NLD,1993,1945-2020,pop,15294.61,Maddison,
NLD,1993,1945-2020,gdppc,28879.995637789518,Maddison,
NLD,1993,1945-2020,v2x_libdem,0.814,V-Dem,
NLD,1993,1945-2020,v2x_polyarchy,0.862,V-Dem,
NLD,1993,1945-2020,cinc,0.0066845957,COW,
NLD,1994,1945-2020,pop,15385.64,Maddison,
NLD,1994,1945-2020,gdppc,29727.555977579766,Maddison,
NLD,1994,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,1994,1945-2020,v2x_polyarchy,0.861,V-Dem,
NLD,1994,1945-2020,cinc,0.0065618274,COW,
NLD,1995,1945-2020,pop,15464.33,Maddison,
NLD,1995,1945-2020,gdppc,30680.346818344584,Maddison,
NLD,1995,1945-2020,v2x_libdem,0.812,V-Dem,
NLD,1995,1945-2020,v2x_polyarchy,0.861,V-Dem,
NLD,1995,1945-2020,cinc,0.0065413835,COW,
NLD,1996,1945-2020,pop,15535.36,Maddison,
NLD,1996,1945-2020,gdppc,31811.739177846182,Maddison,
NLD,1996,1945-2020,v2x_libdem,0.812,V-Dem,
NLD,1996,1945-2020,v2x_polyarchy,0.861,V-Dem,
NLD,1996,1945-2020,cinc,0.0064765895,COW,
NLD,1997,1945-2020,pop,15616.39,Maddison,
NLD,1997,1945-2020,gdppc,33199.63247748674,Maddison,
NLD,1997,1945-2020,v2x_libdem,0.805,V-Dem,
NLD,1997,1945-2020,v2x_polyarchy,0.854,V-Dem,
NLD,1997,1945-2020,cinc,0.0061616264,COW,
NLD,1998,1945-2020,pop,15712.42,Maddison,
NLD,1998,1945-2020,gdppc,34688.551972478344,Maddison,
NLD,1998,1945-2020,v2x_libdem,0.799,V-Dem,
NLD,1998,1945-2020,v2x_polyarchy,0.847,V-Dem,
NLD,1998,1945-2020,cinc,0.0062538059,COW,
NLD,1999,1945-2020,pop,15817.46,Maddison,
NLD,1999,1945-2020,gdppc,36409.076594083985,Maddison,
NLD,1999,1945-2020,v2x_libdem,0.817,V-Dem,
NLD,1999,1945-2020,v2x_polyarchy,0.866,V-Dem,
NLD,1999,1945-2020,cinc,0.0057901004,COW,
NLD,2000,1945-2020,pop,15931.5,Maddison,
NLD,2000,1945-2020,gdppc,37899.95037765948,Maddison,
NLD,2000,1945-2020,v2x_libdem,0.808,V-Dem,
NLD,2000,1945-2020,v2x_polyarchy,0.856,V-Dem,
NLD,2000,1945-2020,cinc,0.0055032605,COW,
NLD,2001,1945-2020,pop,16051.54,Maddison,
NLD,2001,1945-2020,gdppc,38636.22114859548,Maddison,
NLD,2001,1945-2020,v2x_libdem,0.808,V-Dem,
NLD,2001,1945-2020,v2x_polyarchy,0.856,V-Dem,
NLD,2001,1945-2020,cinc,0.0056016729,COW,
NLD,2002,1945-2020,pop,16154.57,Maddison,
NLD,2002,1945-2020,gdppc,38653.123690763896,Maddison,
NLD,2002,1945-2020,v2x_libdem,0.803,V-Dem,
NLD,2002,1945-2020,v2x_polyarchy,0.851,V-Dem,
NLD,2002,1945-2020,cinc,0.005397479,COW,
NLD,2003,1945-2020,pop,16230.6,Maddison,
NLD,2003,1945-2020,gdppc,38803.95858555849,Maddison,
NLD,2003,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,2003,1945-2020,v2x_polyarchy,0.86,V-Dem,
NLD,2003,1945-2020,cinc,0.0054796855,COW,
NLD,2004,1945-2020,pop,16287.62,Maddison,
NLD,2004,1945-2020,gdppc,39682.37611246844,Maddison,
NLD,2004,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,2004,1945-2020,v2x_polyarchy,0.86,V-Dem,
NLD,2004,1945-2020,cinc,0.0054348134,COW,
NLD,2005,1945-2020,pop,16325.63,Maddison,
NLD,2005,1945-2020,gdppc,40679.489520828436,Maddison,
NLD,2005,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,2005,1945-2020,v2x_polyarchy,0.86,V-Dem,
NLD,2005,1945-2020,cinc,0.0053236075,COW,
NLD,2006,1945-2020,pop,16351.64,Maddison,
NLD,2006,1945-2020,gdppc,42286.51007982917,Maddison,
NLD,2006,1945-2020,v2x_libdem,0.817,V-Dem,
NLD,2006,1945-2020,v2x_polyarchy,0.865,V-Dem,
NLD,2006,1945-2020,cinc,0.0050667878,COW,
NLD,2007,1945-2020,pop,16387.65,Maddison,
NLD,2007,1945-2020,gdppc,44008.75173113088,Maddison,
NLD,2007,1945-2020,v2x_libdem,0.823,V-Dem,
NLD,2007,1945-2020,v2x_polyarchy,0.872,V-Dem,
NLD,2007,1945-2020,cinc,0.0050590406,COW,
NLD,2008,1945-2020,pop,16451.68,Maddison,
NLD,2008,1945-2020,gdppc,44840.71137006535,Maddison,
NLD,2008,1945-2020,v2x_libdem,0.823,V-Dem,
NLD,2008,1945-2020,v2x_polyarchy,0.872,V-Dem,
NLD,2008,1945-2020,cinc,0.0048757154,COW,
NLD,2009,1945-2020,pop,16535.7,Maddison,
NLD,2009,1945-2020,gdppc,43178.50694578154,Maddison,
NLD,2009,1945-2020,v2x_libdem,0.823,V-Dem,
NLD,2009,1945-2020,v2x_polyarchy,0.872,V-Dem,
NLD,2009,1945-2020,cinc,0.0046134978,COW,
NLD,2010,1945-2020,pop,16620.73,Maddison,
NLD,2010,1945-2020,gdppc,43812.34916817474,Maddison,
NLD,2010,1945-2020,v2x_libdem,0.828,V-Dem,
NLD,2010,1945-2020,v2x_polyarchy,0.874,V-Dem,
NLD,2010,1945-2020,cinc,0.0045742057,COW,
NLD,2011,1945-2020,pop,16698.76,Maddison,
NLD,2011,1945-2020,gdppc,44591.0,Maddison,
NLD,2011,1945-2020,v2x_libdem,0.827,V-Dem,
NLD,2011,1945-2020,v2x_polyarchy,0.874,V-Dem,
NLD,2011,1945-2020,cinc,0.0043338435,COW,
NLD,2012,1945-2020,pop,16760.78,Maddison,
NLD,2012,1945-2020,gdppc,43968.25377669789,Maddison,
NLD,2012,1945-2020,v2x_libdem,0.825,V-Dem,
NLD,2012,1945-2020,v2x_polyarchy,0.872,V-Dem,
NLD,2012,1945-2020,cinc,0.0041158623,COW,
NLD,2013,1945-2020,pop,16809.8,Maddison,
NLD,2013,1945-2020,gdppc,43782.968262272545,Maddison,
NLD,2013,1945-2020,v2x_libdem,0.83,V-Dem,
NLD,2013,1945-2020,v2x_polyarchy,0.878,V-Dem,
NLD,2013,1945-2020,cinc,0.0040214616,COW,
NLD,2014,1945-2020,pop,16870.82,Maddison,
NLD,2014,1945-2020,gdppc,44245.55891701035,Maddison,
NLD,2014,1945-2020,v2x_libdem,0.831,V-Dem,
NLD,2014,1945-2020,v2x_polyarchy,0.879,V-Dem,
NLD,2014,1945-2020,cinc,0.0040002847,COW,
NLD,2015,1945-2020,pop,16945.85,Maddison,
NLD,2015,1945-2020,gdppc,44912.665233009604,Maddison,
NLD,2015,1945-2020,v2x_libdem,0.831,V-Dem,
NLD,2015,1945-2020,v2x_polyarchy,0.879,V-Dem,
NLD,2015,1945-2020,cinc,0.0039268071,COW,
NLD,2016,1945-2020,pop,17035.88,Maddison,
NLD,2016,1945-2020,gdppc,45654.468892801175,Maddison,
NLD,2016,1945-2020,v2x_libdem,0.831,V-Dem,
NLD,2016,1945-2020,v2x_polyarchy,0.879,V-Dem,
NLD,2016,1945-2020,cinc,0.0039520366,COW,
NLD,2017,1945-2020,pop,17136.91,Maddison,
NLD,2017,1945-2020,gdppc,46706.43859939366,Maddison,
NLD,2017,1945-2020,v2x_libdem,0.833,V-Dem,
NLD,2017,1945-2020,v2x_polyarchy,0.878,V-Dem,
NLD,2017,1945-2020,cinc,,COW,
NLD,2018,1945-2020,pop,17237.95,Maddison,
NLD,2018,1945-2020,gdppc,47528.90299759168,Maddison,
NLD,2018,1945-2020,v2x_libdem,0.83,V-Dem,
NLD,2018,1945-2020,v2x_polyarchy,0.876,V-Dem,
NLD,2018,1945-2020,cinc,,COW,
NLD,2019,1945-2020,pop,17350.99,Maddison,
NLD,2019,1945-2020,gdppc,48142.67175996077,Maddison,
NLD,2019,1945-2020,v2x_libdem,0.819,V-Dem,
NLD,2019,1945-2020,v2x_polyarchy,0.866,V-Dem,
NLD,2019,1945-2020,cinc,,COW,
NLD,2020,1945-2020,pop,17448.02,Maddison,
NLD,2020,1945-2020,gdppc,46014.48428690067,Maddison,
NLD,2020,1945-2020,v2x_libdem,0.813,V-Dem,
NLD,2020,1945-2020,v2x_polyarchy,0.864,V-Dem,
NLD,2020,1945-2020,cinc,,COW,
SWE,1820,1820-1913,pop,2573.0,Maddison,
SWE,1820,1820-1913,gdppc,1415.0,Maddison,
SWE,1820,1820-1913,v2x_libdem,0.285,V-Dem,
SWE,1820,1820-1913,v2x_polyarchy,0.272,V-Dem,
SWE,1820,1820-1913,cinc,0.021902394,COW,
SWE,1821,1820-1913,pop,2598.0,Maddison,
SWE,1821,1820-1913,gdppc,1457.0,Maddison,
SWE,1821,1820-1913,v2x_libdem,0.285,V-Dem,
SWE,1821,1820-1913,v2x_polyarchy,0.272,V-Dem,
SWE,1821,1820-1913,cinc,0.019933011,COW,
SWE,1822,1820-1913,pop,2629.0,Maddison,
SWE,1822,1820-1913,gdppc,1465.0,Maddison,
SWE,1822,1820-1913,v2x_libdem,0.285,V-Dem,
SWE,1822,1820-1913,v2x_polyarchy,0.272,V-Dem,
SWE,1822,1820-1913,cinc,0.020250108,COW,
SWE,1823,1820-1913,pop,2668.0,Maddison,
SWE,1823,1820-1913,gdppc,1449.0,Maddison,
SWE,1823,1820-1913,v2x_libdem,0.284,V-Dem,
SWE,1823,1820-1913,v2x_polyarchy,0.27,V-Dem,
SWE,1823,1820-1913,cinc,0.01917416,COW,
SWE,1824,1820-1913,pop,2708.0,Maddison,
SWE,1824,1820-1913,gdppc,1487.0,Maddison,
SWE,1824,1820-1913,v2x_libdem,0.284,V-Dem,
SWE,1824,1820-1913,v2x_polyarchy,0.27,V-Dem,
SWE,1824,1820-1913,cinc,0.017388334,COW,
SWE,1825,1820-1913,pop,2749.0,Maddison,
SWE,1825,1820-1913,gdppc,1527.0,Maddison,
SWE,1825,1820-1913,v2x_libdem,0.284,V-Dem,
SWE,1825,1820-1913,v2x_polyarchy,0.27,V-Dem,
SWE,1825,1820-1913,cinc,0.016692344,COW,
SWE,1826,1820-1913,pop,2788.0,Maddison,
SWE,1826,1820-1913,gdppc,1532.0,Maddison,
SWE,1826,1820-1913,v2x_libdem,0.284,V-Dem,
SWE,1826,1820-1913,v2x_polyarchy,0.27,V-Dem,
SWE,1826,1820-1913,cinc,0.016559498,COW,
SWE,1827,1820-1913,pop,2816.0,Maddison,
SWE,1827,1820-1913,gdppc,1458.0,Maddison,
SWE,1827,1820-1913,v2x_libdem,0.284,V-Dem,
SWE,1827,1820-1913,v2x_polyarchy,0.27,V-Dem,
SWE,1827,1820-1913,cinc,0.014776754,COW,
SWE,1828,1820-1913,pop,2837.0,Maddison,
SWE,1828,1820-1913,gdppc,1486.0,Maddison,
SWE,1828,1820-1913,v2x_libdem,0.285,V-Dem,
SWE,1828,1820-1913,v2x_polyarchy,0.271,V-Dem,
SWE,1828,1820-1913,cinc,0.016200097,COW,
SWE,1829,1820-1913,pop,2855.0,Maddison,
SWE,1829,1820-1913,gdppc,1506.0,Maddison,
SWE,1829,1820-1913,v2x_libdem,0.285,V-Dem,
SWE,1829,1820-1913,v2x_polyarchy,0.271,V-Dem,
SWE,1829,1820-1913,cinc,0.014606291,COW,
SWE,1830,1820-1913,pop,2876.0,Maddison,
SWE,1830,1820-1913,gdppc,1468.0,Maddison,
SWE,1830,1820-1913,v2x_libdem,0.288,V-Dem,
SWE,1830,1820-1913,v2x_polyarchy,0.276,V-Dem,
SWE,1830,1820-1913,cinc,0.014510826,COW,
SWE,1831,1820-1913,pop,2895.0,Maddison,
SWE,1831,1820-1913,gdppc,1497.0,Maddison,
SWE,1831,1820-1913,v2x_libdem,0.288,V-Dem,
SWE,1831,1820-1913,v2x_polyarchy,0.276,V-Dem,
SWE,1831,1820-1913,cinc,0.016419852,COW,
SWE,1832,1820-1913,pop,2912.0,Maddison,
SWE,1832,1820-1913,gdppc,1457.0,Maddison,
SWE,1832,1820-1913,v2x_libdem,0.288,V-Dem,
SWE,1832,1820-1913,v2x_polyarchy,0.276,V-Dem,
SWE,1832,1820-1913,cinc,0.015919097,COW,
SWE,1833,1820-1913,pop,2941.0,Maddison,
SWE,1833,1820-1913,gdppc,1503.0,Maddison,
SWE,1833,1820-1913,v2x_libdem,0.288,V-Dem,
SWE,1833,1820-1913,v2x_polyarchy,0.276,V-Dem,
SWE,1833,1820-1913,cinc,0.016535033,COW,
SWE,1834,1820-1913,pop,2971.0,Maddison,
SWE,1834,1820-1913,gdppc,1522.0,Maddison,
SWE,1834,1820-1913,v2x_libdem,0.287,V-Dem,
SWE,1834,1820-1913,v2x_polyarchy,0.274,V-Dem,
SWE,1834,1820-1913,cinc,0.014290201,COW,
SWE,1835,1820-1913,pop,3004.0,Maddison,
SWE,1835,1820-1913,gdppc,1517.0,Maddison,
SWE,1835,1820-1913,v2x_libdem,0.287,V-Dem,
SWE,1835,1820-1913,v2x_polyarchy,0.274,V-Dem,
SWE,1835,1820-1913,cinc,0.013142011,COW,
SWE,1836,1820-1913,pop,3042.0,Maddison,
SWE,1836,1820-1913,gdppc,1565.0,Maddison,
SWE,1836,1820-1913,v2x_libdem,0.287,V-Dem,
SWE,1836,1820-1913,v2x_polyarchy,0.274,V-Dem,
SWE,1836,1820-1913,cinc,0.015125494,COW,
SWE,1837,1820-1913,pop,3068.0,Maddison,
SWE,1837,1820-1913,gdppc,1554.0,Maddison,
SWE,1837,1820-1913,v2x_libdem,0.287,V-Dem,
SWE,1837,1820-1913,v2x_polyarchy,0.274,V-Dem,
SWE,1837,1820-1913,cinc,0.014709914,COW,
SWE,1838,1820-1913,pop,3083.0,Maddison,
SWE,1838,1820-1913,gdppc,1529.0,Maddison,
SWE,1838,1820-1913,v2x_libdem,0.287,V-Dem,
SWE,1838,1820-1913,v2x_polyarchy,0.274,V-Dem,
SWE,1838,1820-1913,cinc,0.014331101,COW,
SWE,1839,1820-1913,pop,3098.0,Maddison,
SWE,1839,1820-1913,gdppc,1546.0,Maddison,
SWE,1839,1820-1913,v2x_libdem,0.287,V-Dem,
SWE,1839,1820-1913,v2x_polyarchy,0.274,V-Dem,
SWE,1839,1820-1913,cinc,0.014265499,COW,
SWE,1840,1820-1913,pop,3123.0,Maddison,
SWE,1840,1820-1913,gdppc,1568.0,Maddison,
SWE,1840,1820-1913,v2x_libdem,0.302,V-Dem,
SWE,1840,1820-1913,v2x_polyarchy,0.305,V-Dem,
SWE,1840,1820-1913,cinc,0.016068915,COW,
SWE,1841,1820-1913,pop,3156.0,Maddison,
SWE,1841,1820-1913,gdppc,1549.0,Maddison,
SWE,1841,1820-1913,v2x_libdem,0.302,V-Dem,
SWE,1841,1820-1913,v2x_polyarchy,0.305,V-Dem,
SWE,1841,1820-1913,cinc,0.014421963,COW,
SWE,1842,1820-1913,pop,3190.0,Maddison,
SWE,1842,1820-1913,gdppc,1476.0,Maddison,
SWE,1842,1820-1913,v2x_libdem,0.302,V-Dem,
SWE,1842,1820-1913,v2x_polyarchy,0.305,V-Dem,
SWE,1842,1820-1913,cinc,0.0142371,COW,
SWE,1843,1820-1913,pop,3221.0,Maddison,
SWE,1843,1820-1913,gdppc,1508.0,Maddison,
SWE,1843,1820-1913,v2x_libdem,0.302,V-Dem,
SWE,1843,1820-1913,v2x_polyarchy,0.305,V-Dem,
SWE,1843,1820-1913,cinc,0.0141934,COW,
SWE,1844,1820-1913,pop,3256.0,Maddison,
SWE,1844,1820-1913,gdppc,1573.0,Maddison,
SWE,1844,1820-1913,v2x_libdem,0.302,V-Dem,
SWE,1844,1820-1913,v2x_polyarchy,0.305,V-Dem,
SWE,1844,1820-1913,cinc,0.013377172,COW,
SWE,1845,1820-1913,pop,3296.0,Maddison,
SWE,1845,1820-1913,gdppc,1610.0,Maddison,
SWE,1845,1820-1913,v2x_libdem,0.317,V-Dem,
SWE,1845,1820-1913,v2x_polyarchy,0.308,V-Dem,
SWE,1845,1820-1913,cinc,0.0096171815,COW,
SWE,1846,1820-1913,pop,3330.0,Maddison,
SWE,1846,1820-1913,gdppc,1554.0,Maddison,
SWE,1846,1820-1913,v2x_libdem,0.317,V-Dem,
SWE,1846,1820-1913,v2x_polyarchy,0.308,V-Dem,
SWE,1846,1820-1913,cinc,0.011665685,COW,
SWE,1847,1820-1913,pop,3352.0,Maddison,
SWE,1847,1820-1913,gdppc,1594.0,Maddison,
SWE,1847,1820-1913,v2x_libdem,0.317,V-Dem,
SWE,1847,1820-1913,v2x_polyarchy,0.308,V-Dem,
SWE,1847,1820-1913,cinc,0.010461976,COW,
SWE,1848,1820-1913,pop,3380.0,Maddison,
SWE,1848,1820-1913,gdppc,1612.0,Maddison,
SWE,1848,1820-1913,v2x_libdem,0.317,V-Dem,
SWE,1848,1820-1913,v2x_polyarchy,0.308,V-Dem,
SWE,1848,1820-1913,cinc,0.012105771,COW,
SWE,1849,1820-1913,pop,3419.0,Maddison,
SWE,1849,1820-1913,gdppc,1672.0,Maddison,
SWE,1849,1820-1913,v2x_libdem,0.317,V-Dem,
SWE,1849,1820-1913,v2x_polyarchy,0.308,V-Dem,
SWE,1849,1820-1913,cinc,0.01108705,COW,
SWE,1850,1820-1913,pop,3462.0,Maddison,
SWE,1850,1820-1913,gdppc,1715.0,Maddison,
SWE,1850,1820-1913,v2x_libdem,0.318,V-Dem,
SWE,1850,1820-1913,v2x_polyarchy,0.308,V-Dem,
SWE,1850,1820-1913,cinc,0.01104514,COW,
